年月別,商品性質別分類,原始值,年增率[%]
109年1月,服務類-居住,103.33,1.53
109年1月,服務類-交通及通訊,97.94,-1.4
109年1月,服務類-醫藥保健,104.02,0.06
109年1月,服務類-教養娛樂,104.08,3.77
109年1月,服務類-教養,100.52,0.29
109年1月,服務類-娛樂,106.28,6.16
109年1月,服務類-雜項,102.22,2.73
109年2月,總指數[含食物],102.05,0.4
109年2月,商品類[含食物],100.97,0.93
109年2月,商品類[不含食物],102.14,0.21
109年2月,商品類-非耐久性消費品[含食物],101.53,0.72
109年2月,商品類-非耐久性消費品[不含食物],105.23,-1.15
109年2月,商品類-半耐久性消費品,98.84,1.73
109年2月,商品類-耐久性消費品,100.77,0.97
109年2月,服務類,102.68,0.09
109年2月,服務類[不含食物],101.8,-0.18
109年2月,服務類-外食費,106.98,1.44
109年2月,服務類-衣著,112.67,0.15
109年2月,服務類-居住,103.05,0.91
109年2月,服務類-交通及通訊,97.42,-1.98
109年2月,服務類-醫藥保健,103.73,-0.42
109年2月,服務類-教養娛樂,101.72,-0.27
109年2月,服務類-教養,100.61,0.22
109年2月,服務類-娛樂,102.25,-0.59
109年2月,服務類-雜項,100.79,-3.03
109年3月,總指數[含食物],101.69,0.44
109年3月,商品類[含食物],100.09,-0.31
109年3月,商品類[不含食物],100.82,-1.51
109年3月,商品類-非耐久性消費品[含食物],100.11,-1.16
109年3月,商品類-非耐久性消費品[不含食物],101.94,-5.02
109年3月,商品類-半耐久性消費品,98.82,1.19
109年3月,商品類-耐久性消費品,101.2,1.71
109年3月,服務類,102.63,0.87
109年3月,服務類[不含食物],101.69,0.74
109年3月,服務類-外食費,107.25,1.53
109年3月,服務類-衣著,112.67,0.22
109年3月,服務類-居住,103.05,1.23
109年3月,服務類-交通及通訊,97.49,-1.6
109年3月,服務類-醫藥保健,103.73,-0.22
109年3月,服務類-教養娛樂,101.11,1.39
109年3月,服務類-教養,100.61,0.22
109年3月,服務類-娛樂,101.21,2.2
109年3月,服務類-雜項,100.77,0.48
109年4月,總指數[含食物],101.56,-0.59
109年4月,商品類[含食物],99.92,-2.27
109年4月,商品類[不含食物],100.54,-4.15
109年4月,商品類-非耐久性消費品[含食物],98.26,-3.79
109年4月,商品類-非耐久性消費品[不含食物],97.19,-10.14
109年4月,商品類-半耐久性消費品,105.47,0.14
109年4月,商品類-耐久性消費品,101.03,1.46
109年4月,服務類,102.52,0.41
109年4月,服務類[不含食物],101.54,0.21
109年4月,服務類-外食費,107.41,1.5
109年4月,服務類-衣著,112.67,0.07
109年4月,服務類-居住,102.94,1.07
109年4月,服務類-交通及通訊,96.9,-2.12
109年4月,服務類-醫藥保健,103.73,-0.01
109年4月,服務類-教養娛樂,101.09,-0.68
109年4月,服務類-教養,100.61,0.22
109年4月,服務類-娛樂,101.18,-1.28
109年4月,服務類-雜項,100.55,0.28
109年5月,總指數[含食物],101.49,-0.93
109年5月,商品類[含食物],99.85,-3.32
109年5月,商品類[不含食物],100.24,-4.71
109年5月,商品類-非耐久性消費品[含食物],98.66,-5.03
109年5月,商品類-非耐久性消費品[不含食物],97.81,-10.56
109年5月,商品類-半耐久性消費品,103.98,-0.37
109年5月,商品類-耐久性消費品,100.46,0.75
109年5月,服務類,102.46,0.52
109年5月,服務類[不含食物],101.46,0.4
109年5月,服務類-外食費,107.44,1.19
109年5月,服務類-衣著,112.59,-0.07
109年5月,服務類-居住,102.92,1.04
109年5月,服務類-交通及通訊,96.61,-1.55
109年5月,服務類-醫藥保健,103.73,-0.01
109年5月,服務類-教養娛樂,101.26,-0.1
109年5月,服務類-教養,100.61,0.22
109年5月,服務類-娛樂,101.46,-0.32
109年5月,服務類-雜項,100.03,0.59
109年6月,總指數[含食物],102.24,-0.47
109年6月,商品類[含食物],101.51,-1.9
109年6月,商品類[不含食物],102.37,-2.98
109年6月,商品類-非耐久性消費品[含食物],101.43,-3.09
109年6月,商品類-非耐久性消費品[不含食物],103.39,-7.12
109年6月,商品類-半耐久性消費品,102.87,-0.03
109年6月,商品類-耐久性消費品,100.44,1.18
109年6月,服務類,102.67,0.41
109年6月,服務類[不含食物],101.71,0.25
109年6月,服務類-外食費,107.43,1.22
109年6月,服務類-衣著,112.67,0
109年6月,服務類-居住,103.04,1.11
109年6月,服務類-交通及通訊,96.84,-1.46
109年6月,服務類-醫藥保健,103.73,-0.01
109年6月,服務類-教養娛樂,101.42,-1.18
109年6月,服務類-教養,100.56,0.17
109年6月,服務類-娛樂,101.78,-2.06
109年6月,服務類-雜項,101.17,0.68
109年7月,總指數[含食物],102.19,-0.65
109年7月,商品類[含食物],101.37,-1.36
109年7月,商品類[不含食物],102.35,-2.12
109年7月,商品類-非耐久性消費品[含食物],101.62,-2.33
109年7月,商品類-非耐久性消費品[不含食物],104.39,-5.38
109年7月,商品類-半耐久性消費品,101.17,0.6
109年7月,商品類-耐久性消費品,100.49,0.71
109年7月,服務類,102.67,-0.22
109年7月,服務類[不含食物],101.71,-0.5
109年7月,服務類-外食費,107.4,1.19
109年7月,服務類-衣著,112.67,0.24
109年7月,服務類-居住,103.12,1.09
109年7月,服務類-交通及通訊,97.54,-1.91
109年7月,服務類-醫藥保健,104.39,0.63
109年7月,服務類-教養娛樂,100.64,-4.72
109年7月,服務類-教養,100.61,0.85
109年7月,服務類-娛樂,100.43,-8.21
109年7月,服務類-雜項,101.04,0.64
109年8月,總指數[含食物],102.42,-0.7
109年8月,商品類[含食物],101.91,-1.65
109年8月,商品類[不含食物],102.09,-2.21
109年8月,商品類-非耐久性消費品[含食物],102.56,-2.73
109年8月,商品類-非耐久性消費品[不含食物],104.16,-5.52
109年8月,商品類-半耐久性消費品,100.19,1.26
109年8月,商品類-耐久性消費品,100.93,0.03
109年8月,服務類,102.71,-0.13
109年8月,服務類[不含食物],101.78,-0.34
109年8月,服務類-外食費,107.35,1.04
109年8月,服務類-衣著,112.43,-0.13
109年8月,服務類-居住,103.14,0.91
109年8月,服務類-交通及通訊,97.48,-1.49
109年8月,服務類-醫藥保健,104.4,0.55
109年8月,服務類-教養娛樂,100.68,-4.02
109年8月,服務類-教養,100.6,0.58
109年8月,服務類-娛樂,100.5,-6.94
109年8月,服務類-雜項,101.54,1.13
109年9月,總指數[含食物],102.51,-0.77
109年9月,商品類[含食物],102.31,-2.15
109年9月,商品類[不含食物],101.87,-2.29
109年9月,商品類-非耐久性消費品[含食物],103.26,-3.43
109年9月,商品類-非耐久性消費品[不含食物],103.87,-5.68
109年9月,商品類-半耐久性消費品,100.17,1.38
109年9月,商品類-耐久性消費品,100.59,-0.12
109年9月,服務類,102.61,0.06
109年9月,服務類[不含食物],101.65,-0.13
109年9月,服務類-外食費,107.37,1.06
109年9月,服務類-衣著,112.43,0.03
109年9月,服務類-居住,103.23,0.93
109年9月,服務類-交通及通訊,97.03,-0.46
109年9月,服務類-醫藥保健,104.4,0.54
109年9月,服務類-教養娛樂,100.04,-3.47
109年9月,服務類-教養,100.45,-0.07
109年9月,服務類-娛樂,99.53,-5.69
109年9月,服務類-雜項,101.54,0.74
109年10月,總指數[含食物],102.82,-0.48
109年10月,商品類[含食物],102.79,-1.72
109年10月,商品類[不含食物],102.4,-2.38
109年10月,商品類-非耐久性消費品[含食物],102.05,-2.77
109年10月,商品類-非耐久性消費品[不含食物],100.14,-5.87
109年10月,商品類-半耐久性消費品,108.76,1.42
109年10月,商品類-耐久性消費品,99.79,-0.67
109年10月,服務類,102.82,0.25
109年10月,服務類[不含食物],101.86,0.09
109年10月,服務類-外食費,107.56,1.12
109年10月,服務類-衣著,112.43,-0.06
109年10月,服務類-居住,103.34,0.98
109年10月,服務類-交通及通訊,97.97,0.41
109年10月,服務類-醫藥保健,104.3,0.73
109年10月,服務類-教養娛樂,100.66,-3.23
109年10月,服務類-教養,100.45,-0.07
109年10月,服務類-娛樂,100.57,-5.28
109年10月,服務類-雜項,100.9,1.1
109年11月,總指數[含食物],102.71,-0.08
109年11月,商品類[含食物],102.11,-1.42
109年11月,商品類[不含食物],101.9,-2.4
109年11月,商品類-非耐久性消費品[含食物],101.55,-2.36
109年11月,商品類-非耐久性消費品[不含食物],100.32,-5.97
109年11月,商品類-半耐久性消費品,106.37,1.04
109年11月,商品類-耐久性消費品,100.11,-0.07
109年11月,服務類,103.05,0.72
109年11月,服務類[不含食物],102.14,0.68
109年11月,服務類-外食費,107.56,0.95
109年11月,服務類-衣著,112.42,-0.22
109年11月,服務類-居住,103.36,0.98
109年11月,服務類-交通及通訊,99.01,1.58
109年11月,服務類-醫藥保健,104.3,0.73
109年11月,服務類-教養娛樂,101.01,-0.82
109年11月,服務類-教養,100.45,-0.07
109年11月,服務類-娛樂,101.16,-1.31
109年11月,服務類-雜項,101.55,0.89
109年12月,總指數[含食物],102.54,-0.23
109年12月,商品類[含食物],101.64,-1.61
109年12月,商品類[不含食物],101.8,-2.28
109年12月,商品類-非耐久性消費品[含食物],101.31,-2.43
109年12月,商品類-非耐久性消費品[不含食物],101.3,-5.13
109年12月,商品類-半耐久性消費品,105.68,2.09
109年12月,商品類-耐久性消費品,98.92,-1.98
109年12月,服務類,103.07,0.6
109年12月,服務類[不含食物],102.16,0.5
109年12月,服務類-外食費,107.55,1.04
109年12月,服務類-衣著,112.61,0.17
109年12月,服務類-居住,103.44,0.57
109年12月,服務類-交通及通訊,98.74,1.61
109年12月,服務類-醫藥保健,104.3,0.73
109年12月,服務類-教養娛樂,101.13,-0.99
109年12月,服務類-教養,100.45,-0.07
109年12月,服務類-娛樂,101.35,-1.62
109年12月,服務類-雜項,101.4,1.42
110年1月,總指數[含食物],102.76,-0.14
110年1月,商品類[含食物],102.09,-0.01
110年1月,商品類[不含食物],101.51,-2.04
110年1月,商品類-非耐久性消費品[含食物],102.6,-0.06
110年1月,商品類-非耐久性消費品[不含食物],102.25,-4.56
110年1月,商品類-半耐久性消費品,103.22,2.34
110年1月,商品類-耐久性消費品,98.86,-2.16
110年1月,服務類,103.15,-0.21
110年1月,服務類[不含食物],102.18,-0.44
110年1月,服務類-外食費,107.94,0.96
110年1月,服務類-衣著,113.08,0.59
110年1月,服務類-居住,103.47,0.14
110年1月,服務類-交通及通訊,99.09,1.17
110年1月,服務類-醫藥保健,104.3,0.27
110年1月,服務類-教養娛樂,101.05,-2.91
110年1月,服務類-教養,100.45,-0.07
110年1月,服務類-娛樂,101.23,-4.75
110年1月,服務類-雜項,101.24,-0.96
110年2月,總指數[含食物],102.85,0.78
110年2月,商品類[含食物],101.12,0.15
110年2月,商品類[不含食物],101.52,-0.61
110年2月,商品類-非耐久性消費品[含食物],101.75,0.22
110年2月,商品類-非耐久性消費品[不含食物],103.8,-1.36
110年2月,商品類-半耐久性消費品,100.87,2.05
110年2月,商品類-耐久性消費品,98.8,-1.95
110年2月,服務類,103.87,1.16
110年2月,服務類[不含食物],102.96,1.14
110年2月,服務類-外食費,108.32,1.25
110年2月,服務類-衣著,112.99,0.28
110年2月,服務類-居住,103.87,0.8
110年2月,服務類-交通及通訊,99.72,2.36
110年2月,服務類-醫藥保健,104.6,0.84
110年2月,服務類-教養娛樂,101.99,0.27
110年2月,服務類-教養,100.45,-0.16
110年2月,服務類-娛樂,102.8,0.54
110年2月,服務類-雜項,103.97,3.16
110年3月,總指數[含食物],102.61,0.93
110年3月,商品類[含食物],101.12,1.05
110年3月,商品類[不含食物],102.01,1.22
110年3月,商品類-非耐久性消費品[含食物],101.62,1.51
110年3月,商品類-非耐久性消費品[不含食物],104.58,2.59
110年3月,商品類-半耐久性消費品,100.43,1.63
110年3月,商品類-耐久性消費品,99.76,-1.31
110年3月,服務類,103.48,0.87
110年3月,服務類[不含食物],102.57,0.91
110年3月,服務類-外食費,108.01,0.71
110年3月,服務類-衣著,113.25,0.51
110年3月,服務類-居住,103.98,0.99
110年3月,服務類-交通及通訊,99.29,1.85
110年3月,服務類-醫藥保健,104.47,0.71
110年3月,服務類-教養娛樂,101.2,0.09
110年3月,服務類-教養,100.98,0.37
110年3月,服務類-娛樂,101.12,-0.09
110年3月,服務類-雜項,101.76,0.98
110年4月,總指數[含食物],103.1,1.52
110年4月,商品類[含食物],102.28,2.36
110年4月,商品類[不含食物],103.77,3.21
110年4月,商品類-非耐久性消費品[含食物],102.02,3.83
110年4月,商品類-非耐久性消費品[不含食物],105.17,8.21
110年4月,商品類-半耐久性消費品,106.12,0.62
110年4月,商品類-耐久性消費品,99.45,-1.56
110年4月,服務類,103.59,1.04
110年4月,服務類[不含食物],102.64,1.08
110年4月,服務類-外食費,108.24,0.77
110年4月,服務類-衣著,113.25,0.51
110年4月,服務類-居住,104.06,1.09
110年4月,服務類-交通及通訊,99.48,2.66
110年4月,服務類-醫藥保健,104.47,0.71
110年4月,服務類-教養娛樂,101.33,0.24
110年4月,服務類-教養,100.98,0.37
110年4月,服務類-娛樂,101.34,0.16
110年4月,服務類-雜項,101.67,1.11
110年5月,總指數[含食物],103.09,1.58
110年5月,商品類[含食物],102.85,3
110年5月,商品類[不含食物],103.64,3.39
110年5月,商品類-非耐久性消費品[含食物],103.08,4.48
110年5月,商品類-非耐久性消費品[不含食物],105.39,7.75
110年5月,商品類-半耐久性消費品,105.3,1.27
110年5月,商品類-耐久性消費品,99.48,-0.98
110年5月,服務類,103.21,0.73
110年5月,服務類[不含食物],102.19,0.72
110年5月,服務類-外食費,108.28,0.78
110年5月,服務類-衣著,113.25,0.59
110年5月,服務類-居住,103.22,0.29
110年5月,服務類-交通及通訊,100.14,3.65
110年5月,服務類-醫藥保健,104.51,0.75
110年5月,服務類-教養娛樂,101.21,-0.05
110年5月,服務類-教養,100.98,0.37
110年5月,服務類-娛樂,101.13,-0.33
110年5月,服務類-雜項,100.96,0.93
110年6月,總指數[含食物],103.37,1.11
110年6月,商品類[含食物],103.68,2.14
110年6月,商品類[不含食物],103.69,1.29
110年6月,商品類-非耐久性消費品[含食物],104.41,2.94
110年6月,商品類-非耐久性消費品[不含食物],105.74,2.27
110年6月,商品類-半耐久性消費品,104.32,1.41
110年6月,商品類-耐久性消費品,100.08,-0.36
110年6月,服務類,103.17,0.49
110年6月,服務類[不含食物],102.37,0.65
110年6月,服務類-外食費,107.06,-0.34
110年6月,服務類-衣著,113.25,0.51
110年6月,服務類-居住,103.47,0.42
110年6月,服務類-交通及通訊,100.4,3.68
110年6月,服務類-醫藥保健,104.54,0.78
110年6月,服務類-教養娛樂,101.17,-0.25
110年6月,服務類-教養,100.96,0.4
110年6月,服務類-娛樂,101.08,-0.69
110年6月,服務類-雜項,101.16,-0.01
110年7月,總指數[含食物],103.59,1.37
110年7月,商品類[含食物],104.36,2.95
110年7月,商品類[不含食物],104.34,1.94
110年7月,商品類-非耐久性消費品[含食物],105.88,4.19
110年7月,商品類-非耐久性消費品[不含食物],108.4,3.84
110年7月,商品類-半耐久性消費品,101.76,0.58
110年7月,商品類-耐久性消費品,100.75,0.26
110年7月,服務類,103.13,0.45
110年7月,服務類[不含食物],102.41,0.69
110年7月,服務類-外食費,106.58,-0.76
110年7月,服務類-衣著,113.25,0.51
110年7月,服務類-居住,103.42,0.29
110年7月,服務類-交通及通訊,100.66,3.2
110年7月,服務類-醫藥保健,104.55,0.15
110年7月,服務類-教養娛樂,101.31,0.67
110年7月,服務類-教養,100.98,0.37
110年7月,服務類-娛樂,101.3,0.87
110年7月,服務類-雜項,101.19,0.15
110年8月,總指數[含食物],104.45,1.98
110年8月,商品類[含食物],106.11,4.12
110年8月,商品類[不含食物],104.75,2.61
110年8月,商品類-非耐久性消費品[含食物],108.83,6.11
